bench,model,bench_item,loc
MBPP,CodeLlama,mbpp_581_surface_Area,3
MBPP,CodeLlama,mbpp_58_opposite_Signs,3
MBPP,CodeLlama,mbpp_600_is_Even,3
MBPP,CodeLlama,mbpp_606_radian_degree,3
MBPP,CodeLlama,mbpp_624_is_upper,3
MBPP,CodeLlama,mbpp_626_triangle_area,3
MBPP,CodeLlama,mbpp_628_replace_spaces,3
MBPP,CodeLlama,mbpp_631_replace_spaces,3
MBPP,CodeLlama,mbpp_731_lateralsurface_cone,3
MBPP,CodeLlama,mbpp_732_replace_specialchar,3
MBPP,CodeLlama,mbpp_742_area_tetrahedron,3
MBPP,CodeLlama,mbpp_756_text_match_zero_one,3
MBPP,CodeLlama,mbpp_759_is_decimal,3
MBPP,CodeLlama,mbpp_787_text_match_three,3
MBPP,CodeLlama,mbpp_794_text_starta_endb,3
MBPP,CodeLlama,mbpp_799_left_rotate,3
MBPP,CodeLlama,mbpp_79_word_len,3
MBPP,CodeLlama,mbpp_800_remove_all_spaces,3
MBPP,CodeLlama,mbpp_80_tetrahedral_number,3
MBPP,CodeQwenQ2,mbpp_127_multiply_int,3
MBPP,CodeQwenQ2,mbpp_135_hexagonal_num,3
MBPP,CodeQwenQ2,mbpp_171_perimeter_pentagon,3
MBPP,CodeQwenQ2,mbpp_17_square_perimeter,3
MBPP,CodeQwenQ2,mbpp_230_replace_blank,3
MBPP,CodeQwenQ2,mbpp_234_volume_cube,3
MBPP,CodeQwenQ2,mbpp_257_swap_numbers,3
MBPP,CodeQwenQ2,mbpp_266_lateralsurface_cube,3
MBPP,CodeQwenQ2,mbpp_269_ascii_value,3
MBPP,CodeQwenQ2,mbpp_279_is_num_decagonal,3
MBPP,CodeQwenQ2,mbpp_292_find,3
MBPP,CodeQwenQ2,mbpp_430_parabola_directrix,3
MBPP,CodeQwenQ2,mbpp_432_median_trapezium,3
MBPP,CodeQwenQ2,mbpp_435_last_Digit,3
MBPP,CodeQwenQ2,mbpp_441_surfacearea_cube,3
MBPP,CodeQwenQ2,mbpp_451_remove_whitespaces,3
MBPP,CodeQwenQ2,mbpp_458_rectangle_area,3
MBPP,CodeQwenQ2,mbpp_477_is_lower,3
MBPP,CodeQwenQ2,mbpp_581_surface_Area,3
MBPP,CodeQwenQ2,mbpp_58_opposite_Signs,3
MBPP,CodeQwenQ2,mbpp_606_radian_degree,3
MBPP,CodeQwenQ2,mbpp_624_is_upper,3
MBPP,CodeQwenQ2,mbpp_626_triangle_area,3
MBPP,CodeQwenQ2,mbpp_628_replace_spaces,3
MBPP,CodeQwenQ2,mbpp_732_replace_specialchar,3
MBPP,CodeQwenQ2,mbpp_742_area_tetrahedron,3
MBPP,CodeQwenQ2,mbpp_800_remove_all_spaces,3
MBPP,CodeQwenQ2,mbpp_86_centered_hexagonal_number,3
MBPP,CodeQwenQ2,mbpp_93_power,3
MBPP,CodeQwenQ8,mbpp_135_hexagonal_num,3
MBPP,CodeQwenQ8,mbpp_14_find_Volume,3
MBPP,CodeQwenQ8,mbpp_257_swap_numbers,3
MBPP,CodeQwenQ8,mbpp_266_lateralsurface_cube,3
MBPP,CodeQwenQ8,mbpp_279_is_num_decagonal,3
MBPP,CodeQwenQ8,mbpp_293_otherside_rightangle,3
MBPP,CodeQwenQ8,mbpp_432_median_trapezium,3
MBPP,CodeQwenQ8,mbpp_435_last_Digit,3
MBPP,CodeQwenQ8,mbpp_441_surfacearea_cube,3
MBPP,CodeQwenQ8,mbpp_451_remove_whitespaces,3
MBPP,CodeQwenQ8,mbpp_477_is_lower,3
MBPP,CodeQwenQ8,mbpp_581_surface_Area,3
MBPP,CodeQwenQ8,mbpp_58_opposite_Signs,3
MBPP,CodeQwenQ8,mbpp_606_radian_degree,3
MBPP,CodeQwenQ8,mbpp_624_is_upper,3
MBPP,CodeQwenQ8,mbpp_626_triangle_area,3
MBPP,CodeQwenQ8,mbpp_628_replace_spaces,3
MBPP,CodeQwenQ8,mbpp_631_replace_spaces,3
MBPP,CodeQwenQ8,mbpp_742_area_tetrahedron,3
MBPP,CodeQwenQ8,mbpp_794_text_starta_endb,3
MBPP,CodeQwenQ8,mbpp_800_remove_all_spaces,3
MBPP,CodeQwenQ8,mbpp_80_tetrahedral_number,3
MBPP,CodeQwenQ8,mbpp_86_centered_hexagonal_number,3
MBPP,CodeQwenQ8,mbpp_93_power,3
MBPP,CodeQwen,mbpp_135_hexagonal_num,3
MBPP,CodeQwen,mbpp_257_swap_numbers,3
MBPP,CodeQwen,mbpp_266_lateralsurface_cube,3
MBPP,CodeQwen,mbpp_279_is_num_decagonal,3
MBPP,CodeQwen,mbpp_430_parabola_directrix,3
MBPP,CodeQwen,mbpp_451_remove_whitespaces,3
MBPP,CodeQwen,mbpp_474_replace_char,3
MBPP,CodeQwen,mbpp_477_is_lower,3
MBPP,CodeQwen,mbpp_581_surface_Area,3
MBPP,CodeQwen,mbpp_58_opposite_Signs,3
MBPP,CodeQwen,mbpp_624_is_upper,3
MBPP,CodeQwen,mbpp_626_triangle_area,3
MBPP,CodeQwen,mbpp_628_replace_spaces,3
MBPP,CodeQwen,mbpp_742_area_tetrahedron,3
MBPP,CodeQwen,mbpp_79_word_len,3
MBPP,CodeQwen,mbpp_800_remove_all_spaces,3
MBPP,CodeQwen,mbpp_80_tetrahedral_number,3
MBPP,CodeQwen,mbpp_86_centered_hexagonal_number,3
MBPP,DSCoderFP16,mbpp_106_add_lists,3
MBPP,DSCoderFP16,mbpp_118_string_to_list,3
MBPP,DSCoderFP16,mbpp_14_find_Volume,3
MBPP,DSCoderFP16,mbpp_16_text_lowercase_underscore,3
MBPP,DSCoderFP16,mbpp_171_perimeter_pentagon,3
MBPP,DSCoderFP16,mbpp_17_square_perimeter,3
MBPP,DSCoderFP16,mbpp_230_replace_blank,3
MBPP,DSCoderFP16,mbpp_234_volume_cube,3
MBPP,DSCoderFP16,mbpp_242_count_charac,3
MBPP,DSCoderFP16,mbpp_257_swap_numbers,3
MBPP,DSCoderFP16,mbpp_264_dog_age,3
MBPP,DSCoderFP16,mbpp_266_lateralsurface_cube,3
MBPP,DSCoderFP16,mbpp_269_ascii_value,3
MBPP,DSCoderFP16,mbpp_279_is_num_decagonal,3
MBPP,DSCoderFP16,mbpp_285_text_match_two_three,3
MBPP,DSCoderFP16,mbpp_292_find,3
MBPP,DSCoderFP16,mbpp_308_large_product,3
MBPP,DSCoderFP16,mbpp_428_shell_sort,3
MBPP,DSCoderFP16,mbpp_435_last_Digit,3
MBPP,DSCoderFP16,mbpp_441_surfacearea_cube,3
MBPP,DSCoderFP16,mbpp_451_remove_whitespaces,3
MBPP,DSCoderFP16,mbpp_454_text_match_wordz,3
MBPP,DSCoderFP16,mbpp_463_max_subarray_product,3
MBPP,DSCoderFP16,mbpp_581_surface_Area,3
MBPP,DSCoderFP16,mbpp_606_radian_degree,3
MBPP,DSCoderFP16,mbpp_617_min_Jumps,3
MBPP,DSCoderFP16,mbpp_631_replace_spaces,3
MBPP,DSCoderFP16,mbpp_643_text_match_wordz_middle,3
MBPP,DSCoderFP16,mbpp_64_subject_marks,3
MBPP,DSCoderFP16,mbpp_6_differ_At_One_Bit_Pos,3
MBPP,DSCoderFP16,mbpp_732_replace_specialchar,3
MBPP,DSCoderFP16,mbpp_735_toggle_middle_bits,3
MBPP,DSCoderFP16,mbpp_737_check_str,3
MBPP,DSCoderFP16,mbpp_742_area_tetrahedron,3
MBPP,DSCoderFP16,mbpp_750_add_tuple,3
MBPP,DSCoderFP16,mbpp_755_second_smallest,3
MBPP,DSCoderFP16,mbpp_764_number_ctr,3
MBPP,DSCoderFP16,mbpp_787_text_match_three,3
MBPP,DSCoderFP16,mbpp_794_text_starta_endb,3
MBPP,DSCoderFP16,mbpp_799_left_rotate,3
MBPP,DSCoderFP16,mbpp_79_word_len,3
MBPP,DSCoderFP16,mbpp_800_remove_all_spaces,3
MBPP,DSCoderFP16,mbpp_80_tetrahedral_number,3
MBPP,DSCoderFP16,mbpp_91_find_substring,3
MBPP,DSCoderQ2,mbpp_113_check_integer,3
MBPP,DSCoderQ2,mbpp_118_string_to_list,3
MBPP,DSCoderQ2,mbpp_127_multiply_int,3
MBPP,DSCoderQ2,mbpp_135_hexagonal_num,3
MBPP,DSCoderQ2,mbpp_14_find_Volume,3
MBPP,DSCoderQ2,mbpp_171_perimeter_pentagon,3
MBPP,DSCoderQ2,mbpp_17_square_perimeter,3
MBPP,DSCoderQ2,mbpp_230_replace_blank,3
MBPP,DSCoderQ2,mbpp_234_volume_cube,3
MBPP,DSCoderQ2,mbpp_257_swap_numbers,3
MBPP,DSCoderQ2,mbpp_264_dog_age,3
MBPP,DSCoderQ2,mbpp_266_lateralsurface_cube,3
MBPP,DSCoderQ2,mbpp_269_ascii_value,3
MBPP,DSCoderQ2,mbpp_279_is_num_decagonal,3
MBPP,DSCoderQ2,mbpp_285_text_match_two_three,3
MBPP,DSCoderQ2,mbpp_292_find,3
MBPP,DSCoderQ2,mbpp_293_otherside_rightangle,3
MBPP,DSCoderQ2,mbpp_428_shell_sort,3
MBPP,DSCoderQ2,mbpp_430_parabola_directrix,3
MBPP,DSCoderQ2,mbpp_432_median_trapezium,3
MBPP,DSCoderQ2,mbpp_434_text_match_one,3
MBPP,DSCoderQ2,mbpp_435_last_Digit,3
MBPP,DSCoderQ2,mbpp_440_find_adverb_position,3
MBPP,DSCoderQ2,mbpp_441_surfacearea_cube,3
MBPP,DSCoderQ2,mbpp_451_remove_whitespaces,3
MBPP,DSCoderQ2,mbpp_454_text_match_wordz,3
MBPP,DSCoderQ2,mbpp_458_rectangle_area,3
MBPP,DSCoderQ2,mbpp_474_replace_char,3
MBPP,DSCoderQ2,mbpp_477_is_lower,3
MBPP,DSCoderQ2,mbpp_559_max_sub_array_sum,3
MBPP,DSCoderQ2,mbpp_584_find_adverbs,3
MBPP,DSCoderQ2,mbpp_595_min_Swaps,3
MBPP,DSCoderQ2,mbpp_59_is_octagonal,3
MBPP,DSCoderQ2,mbpp_600_is_Even,3
MBPP,DSCoderQ2,mbpp_606_radian_degree,3
MBPP,DSCoderQ2,mbpp_608_bell_Number,3
MBPP,DSCoderQ2,mbpp_624_is_upper,3
MBPP,DSCoderQ2,mbpp_626_triangle_area,3
MBPP,DSCoderQ2,mbpp_628_replace_spaces,3
MBPP,DSCoderQ2,mbpp_631_replace_spaces,3
MBPP,DSCoderQ2,mbpp_638_wind_chill,3
MBPP,DSCoderQ2,mbpp_640_remove_parenthesis,3
MBPP,DSCoderQ2,mbpp_641_is_nonagonal,3
MBPP,DSCoderQ2,mbpp_68_is_Monotonic,3
MBPP,DSCoderQ2,mbpp_6_differ_At_One_Bit_Pos,3
MBPP,DSCoderQ2,mbpp_71_comb_sort,3
MBPP,DSCoderQ2,mbpp_737_check_str,3
MBPP,DSCoderQ2,mbpp_739_find_Index,3
MBPP,DSCoderQ2,mbpp_742_area_tetrahedron,3
MBPP,DSCoderQ2,mbpp_748_capital_words_spaces,3
MBPP,DSCoderQ2,mbpp_756_text_match_zero_one,3
MBPP,DSCoderQ2,mbpp_757_count_reverse_pairs,3
MBPP,DSCoderQ2,mbpp_759_is_decimal,3
MBPP,DSCoderQ2,mbpp_77_is_Diff,3
MBPP,DSCoderQ2,mbpp_787_text_match_three,3
MBPP,DSCoderQ2,mbpp_794_text_starta_endb,3
MBPP,DSCoderQ2,mbpp_799_left_rotate,3
MBPP,DSCoderQ2,mbpp_800_remove_all_spaces,3
MBPP,DSCoderQ2,mbpp_80_tetrahedral_number,3
MBPP,DSCoderQ2,mbpp_86_centered_hexagonal_number,3
MBPP,DSCoderQ8,mbpp_113_check_integer,3
MBPP,DSCoderQ8,mbpp_127_multiply_int,3
MBPP,DSCoderQ8,mbpp_135_hexagonal_num,3
MBPP,DSCoderQ8,mbpp_14_find_Volume,3
MBPP,DSCoderQ8,mbpp_16_text_lowercase_underscore,3
MBPP,DSCoderQ8,mbpp_171_perimeter_pentagon,3
MBPP,DSCoderQ8,mbpp_17_square_perimeter,3
MBPP,DSCoderQ8,mbpp_230_replace_blank,3
MBPP,DSCoderQ8,mbpp_234_volume_cube,3
MBPP,DSCoderQ8,mbpp_257_swap_numbers,3
MBPP,DSCoderQ8,mbpp_264_dog_age,3
MBPP,DSCoderQ8,mbpp_266_lateralsurface_cube,3
MBPP,DSCoderQ8,mbpp_268_find_star_num,3
MBPP,DSCoderQ8,mbpp_269_ascii_value,3
MBPP,DSCoderQ8,mbpp_285_text_match_two_three,3
MBPP,DSCoderQ8,mbpp_292_find,3
MBPP,DSCoderQ8,mbpp_293_otherside_rightangle,3
MBPP,DSCoderQ8,mbpp_428_shell_sort,3
MBPP,DSCoderQ8,mbpp_430_parabola_directrix,3
MBPP,DSCoderQ8,mbpp_432_median_trapezium,3
MBPP,DSCoderQ8,mbpp_434_text_match_one,3
MBPP,DSCoderQ8,mbpp_435_last_Digit,3
MBPP,DSCoderQ8,mbpp_441_surfacearea_cube,3
MBPP,DSCoderQ8,mbpp_450_extract_string,3
MBPP,DSCoderQ8,mbpp_451_remove_whitespaces,3
MBPP,DSCoderQ8,mbpp_454_text_match_wordz,3
MBPP,DSCoderQ8,mbpp_458_rectangle_area,3
MBPP,DSCoderQ8,mbpp_459_remove_uppercase,3
MBPP,DSCoderQ8,mbpp_474_replace_char,3
MBPP,DSCoderQ8,mbpp_477_is_lower,3
MBPP,DSCoderQ8,mbpp_478_remove_lowercase,3
MBPP,DSCoderQ8,mbpp_574_surfacearea_cylinder,3
MBPP,DSCoderQ8,mbpp_581_surface_Area,3
MBPP,DSCoderQ8,mbpp_58_opposite_Signs,3
MBPP,DSCoderQ8,mbpp_606_radian_degree,3
MBPP,DSCoderQ8,mbpp_624_is_upper,3
MBPP,DSCoderQ8,mbpp_626_triangle_area,3
MBPP,DSCoderQ8,mbpp_628_replace_spaces,3
MBPP,DSCoderQ8,mbpp_631_replace_spaces,3
MBPP,DSCoderQ8,mbpp_638_wind_chill,3
MBPP,DSCoderQ8,mbpp_640_remove_parenthesis,3
MBPP,DSCoderQ8,mbpp_643_text_match_wordz_middle,3
MBPP,DSCoderQ8,mbpp_71_comb_sort,3
MBPP,DSCoderQ8,mbpp_731_lateralsurface_cone,3
MBPP,DSCoderQ8,mbpp_732_replace_specialchar,3
MBPP,DSCoderQ8,mbpp_737_check_str,3
MBPP,DSCoderQ8,mbpp_742_area_tetrahedron,3
MBPP,DSCoderQ8,mbpp_747_lcs_of_three,3
MBPP,DSCoderQ8,mbpp_748_capital_words_spaces,3
MBPP,DSCoderQ8,mbpp_755_second_smallest,3
MBPP,DSCoderQ8,mbpp_756_text_match_zero_one,3
MBPP,DSCoderQ8,mbpp_757_count_reverse_pairs,3
MBPP,DSCoderQ8,mbpp_759_is_decimal,3
MBPP,DSCoderQ8,mbpp_767_get_pairs_count,3
MBPP,DSCoderQ8,mbpp_77_is_Diff,3
MBPP,DSCoderQ8,mbpp_787_text_match_three,3
MBPP,DSCoderQ8,mbpp_794_text_starta_endb,3
MBPP,DSCoderQ8,mbpp_799_left_rotate,3
MBPP,DSCoderQ8,mbpp_79_word_len,3
MBPP,DSCoderQ8,mbpp_800_remove_all_spaces,3
MBPP,DSCoderQ8,mbpp_80_tetrahedral_number,3
MBPP,DSCoderQ8,mbpp_86_centered_hexagonal_number,3
MBPP,DSCoder,mbpp_101_kth_element,3
MBPP,DSCoder,mbpp_113_check_integer,3
MBPP,DSCoder,mbpp_127_multiply_int,3
MBPP,DSCoder,mbpp_135_hexagonal_num,3
MBPP,DSCoder,mbpp_14_find_Volume,3
MBPP,DSCoder,mbpp_16_text_lowercase_underscore,3
MBPP,DSCoder,mbpp_171_perimeter_pentagon,3
MBPP,DSCoder,mbpp_17_square_perimeter,3
MBPP,DSCoder,mbpp_227_min_of_three,3
MBPP,DSCoder,mbpp_230_replace_blank,3
MBPP,DSCoder,mbpp_234_volume_cube,3
MBPP,DSCoder,mbpp_247_lps,3
MBPP,DSCoder,mbpp_257_swap_numbers,3
MBPP,DSCoder,mbpp_264_dog_age,3
MBPP,DSCoder,mbpp_266_lateralsurface_cube,3
MBPP,DSCoder,mbpp_268_find_star_num,3
MBPP,DSCoder,mbpp_269_ascii_value,3
MBPP,DSCoder,mbpp_285_text_match_two_three,3
MBPP,DSCoder,mbpp_292_find,3
MBPP,DSCoder,mbpp_293_otherside_rightangle,3
MBPP,DSCoder,mbpp_428_shell_sort,3
MBPP,DSCoder,mbpp_430_parabola_directrix,3
MBPP,DSCoder,mbpp_432_median_trapezium,3
MBPP,DSCoder,mbpp_434_text_match_one,3
MBPP,DSCoder,mbpp_435_last_Digit,3
MBPP,DSCoder,mbpp_441_surfacearea_cube,3
MBPP,DSCoder,mbpp_450_extract_string,3
MBPP,DSCoder,mbpp_451_remove_whitespaces,3
MBPP,DSCoder,mbpp_454_text_match_wordz,3
MBPP,DSCoder,mbpp_458_rectangle_area,3
MBPP,DSCoder,mbpp_459_remove_uppercase,3
MBPP,DSCoder,mbpp_474_replace_char,3
MBPP,DSCoder,mbpp_477_is_lower,3
MBPP,DSCoder,mbpp_478_remove_lowercase,3
MBPP,DSCoder,mbpp_574_surfacearea_cylinder,3
MBPP,DSCoder,mbpp_581_surface_Area,3
MBPP,DSCoder,mbpp_58_opposite_Signs,3
MBPP,DSCoder,mbpp_606_radian_degree,3
MBPP,DSCoder,mbpp_624_is_upper,3
MBPP,DSCoder,mbpp_626_triangle_area,3
MBPP,DSCoder,mbpp_628_replace_spaces,3
MBPP,DSCoder,mbpp_631_replace_spaces,3
MBPP,DSCoder,mbpp_638_wind_chill,3
MBPP,DSCoder,mbpp_640_remove_parenthesis,3
MBPP,DSCoder,mbpp_643_text_match_wordz_middle,3
MBPP,DSCoder,mbpp_6_differ_At_One_Bit_Pos,3
MBPP,DSCoder,mbpp_71_comb_sort,3
MBPP,DSCoder,mbpp_731_lateralsurface_cone,3
MBPP,DSCoder,mbpp_732_replace_specialchar,3
MBPP,DSCoder,mbpp_737_check_str,3
MBPP,DSCoder,mbpp_742_area_tetrahedron,3
MBPP,DSCoder,mbpp_748_capital_words_spaces,3
MBPP,DSCoder,mbpp_755_second_smallest,3
MBPP,DSCoder,mbpp_756_text_match_zero_one,3
MBPP,DSCoder,mbpp_759_is_decimal,3
MBPP,DSCoder,mbpp_77_is_Diff,3
MBPP,DSCoder,mbpp_787_text_match_three,3
MBPP,DSCoder,mbpp_794_text_starta_endb,3
MBPP,DSCoder,mbpp_799_left_rotate,3
MBPP,DSCoder,mbpp_79_word_len,3
MBPP,DSCoder,mbpp_800_remove_all_spaces,3
MBPP,DSCoder,mbpp_80_tetrahedral_number,3
MBPP,DSCoder,mbpp_86_centered_hexagonal_number,3
MBPP,StarCoderFP16,mbpp_135_hexagonal_num,3
MBPP,StarCoderFP16,mbpp_14_find_Volume,3
MBPP,StarCoderFP16,mbpp_171_perimeter_pentagon,3
MBPP,StarCoderFP16,mbpp_17_square_perimeter,3
MBPP,StarCoderFP16,mbpp_234_volume_cube,3
MBPP,StarCoderFP16,mbpp_257_swap_numbers,3
MBPP,StarCoderFP16,mbpp_266_lateralsurface_cube,3
MBPP,StarCoderFP16,mbpp_269_ascii_value,3
MBPP,StarCoderFP16,mbpp_279_is_num_decagonal,3
MBPP,StarCoderFP16,mbpp_285_text_match_two_three,3
MBPP,StarCoderFP16,mbpp_292_find,3
MBPP,StarCoderFP16,mbpp_293_otherside_rightangle,3
MBPP,StarCoderFP16,mbpp_309_maximum,3
MBPP,StarCoderFP16,mbpp_404_minimum,3
MBPP,StarCoderFP16,mbpp_406_find_Parity,3
MBPP,StarCoderFP16,mbpp_430_parabola_directrix,3
MBPP,StarCoderFP16,mbpp_432_median_trapezium,3
MBPP,StarCoderFP16,mbpp_434_text_match_one,3
MBPP,StarCoderFP16,mbpp_441_surfacearea_cube,3
MBPP,StarCoderFP16,mbpp_454_text_match_wordz,3
MBPP,StarCoderFP16,mbpp_458_rectangle_area,3
MBPP,StarCoderFP16,mbpp_477_is_lower,3
MBPP,StarCoderFP16,mbpp_574_surfacearea_cylinder,3
MBPP,StarCoderFP16,mbpp_581_surface_Area,3
MBPP,StarCoderFP16,mbpp_58_opposite_Signs,3
MBPP,StarCoderFP16,mbpp_59_is_octagonal,3
MBPP,StarCoderFP16,mbpp_600_is_Even,3
MBPP,StarCoderFP16,mbpp_606_radian_degree,3
MBPP,StarCoderFP16,mbpp_624_is_upper,3
MBPP,StarCoderFP16,mbpp_626_triangle_area,3
MBPP,StarCoderFP16,mbpp_64_subject_marks,3
MBPP,StarCoderFP16,mbpp_731_lateralsurface_cone,3
MBPP,StarCoderFP16,mbpp_742_area_tetrahedron,3
MBPP,StarCoderFP16,mbpp_750_add_tuple,3
MBPP,StarCoderFP16,mbpp_756_text_match_zero_one,3
MBPP,StarCoderFP16,mbpp_787_text_match_three,3
MBPP,StarCoderFP16,mbpp_794_text_starta_endb,3
MBPP,StarCoderFP16,mbpp_800_remove_all_spaces,3
MBPP,StarCoderFP16,mbpp_80_tetrahedral_number,3
MBPP,StarCoderFP16,mbpp_86_centered_hexagonal_number,3
MBPP,StarCoderQ2,mbpp_127_multiply_int,3
MBPP,StarCoderQ2,mbpp_14_find_Volume,3
MBPP,StarCoderQ2,mbpp_171_perimeter_pentagon,3
MBPP,StarCoderQ2,mbpp_17_square_perimeter,3
MBPP,StarCoderQ2,mbpp_234_volume_cube,3
MBPP,StarCoderQ2,mbpp_257_swap_numbers,3
MBPP,StarCoderQ2,mbpp_266_lateralsurface_cube,3
MBPP,StarCoderQ2,mbpp_269_ascii_value,3
MBPP,StarCoderQ2,mbpp_441_surfacearea_cube,3
MBPP,StarCoderQ2,mbpp_458_rectangle_area,3
MBPP,StarCoderQ2,mbpp_606_radian_degree,3
MBPP,StarCoderQ2,mbpp_800_remove_all_spaces,3
MBPP,StarCoderQ8,mbpp_101_kth_element,3
MBPP,StarCoderQ8,mbpp_118_string_to_list,3
MBPP,StarCoderQ8,mbpp_127_multiply_int,3
MBPP,StarCoderQ8,mbpp_135_hexagonal_num,3
MBPP,StarCoderQ8,mbpp_14_find_Volume,3
MBPP,StarCoderQ8,mbpp_171_perimeter_pentagon,3
MBPP,StarCoderQ8,mbpp_17_square_perimeter,3
MBPP,StarCoderQ8,mbpp_20_is_woodall,3
MBPP,StarCoderQ8,mbpp_227_min_of_three,3
MBPP,StarCoderQ8,mbpp_230_replace_blank,3
MBPP,StarCoderQ8,mbpp_234_volume_cube,3
MBPP,StarCoderQ8,mbpp_257_swap_numbers,3
MBPP,StarCoderQ8,mbpp_264_dog_age,3
MBPP,StarCoderQ8,mbpp_266_lateralsurface_cube,3
MBPP,StarCoderQ8,mbpp_269_ascii_value,3
MBPP,StarCoderQ8,mbpp_292_find,3
MBPP,StarCoderQ8,mbpp_293_otherside_rightangle,3
MBPP,StarCoderQ8,mbpp_435_last_Digit,3
MBPP,StarCoderQ8,mbpp_441_surfacearea_cube,3
MBPP,StarCoderQ8,mbpp_451_remove_whitespaces,3
MBPP,StarCoderQ8,mbpp_458_rectangle_area,3
MBPP,StarCoderQ8,mbpp_477_is_lower,3
MBPP,StarCoderQ8,mbpp_479_first_Digit,3
MBPP,StarCoderQ8,mbpp_574_surfacearea_cylinder,3
MBPP,StarCoderQ8,mbpp_581_surface_Area,3
MBPP,StarCoderQ8,mbpp_58_opposite_Signs,3
MBPP,StarCoderQ8,mbpp_606_radian_degree,3
MBPP,StarCoderQ8,mbpp_624_is_upper,3
MBPP,StarCoderQ8,mbpp_626_triangle_area,3
MBPP,StarCoderQ8,mbpp_628_replace_spaces,3
MBPP,StarCoderQ8,mbpp_631_replace_spaces,3
MBPP,StarCoderQ8,mbpp_64_subject_marks,3
MBPP,StarCoderQ8,mbpp_731_lateralsurface_cone,3
MBPP,StarCoderQ8,mbpp_732_replace_specialchar,3
MBPP,StarCoderQ8,mbpp_742_area_tetrahedron,3
MBPP,StarCoderQ8,mbpp_750_add_tuple,3
MBPP,StarCoderQ8,mbpp_755_second_smallest,3
MBPP,StarCoderQ8,mbpp_79_word_len,3
MBPP,StarCoderQ8,mbpp_800_remove_all_spaces,3
MBPP,StarCoderQ8,mbpp_80_tetrahedral_number,3
MBPP,StarCoder,mbpp_101_kth_element,3
MBPP,StarCoder,mbpp_118_string_to_list,3
MBPP,StarCoder,mbpp_127_multiply_int,3
MBPP,StarCoder,mbpp_135_hexagonal_num,3
MBPP,StarCoder,mbpp_14_find_Volume,3
MBPP,StarCoder,mbpp_171_perimeter_pentagon,3
MBPP,StarCoder,mbpp_17_square_perimeter,3
MBPP,StarCoder,mbpp_20_is_woodall,3
MBPP,StarCoder,mbpp_227_min_of_three,3
MBPP,StarCoder,mbpp_230_replace_blank,3
MBPP,StarCoder,mbpp_234_volume_cube,3
MBPP,StarCoder,mbpp_257_swap_numbers,3
MBPP,StarCoder,mbpp_264_dog_age,3
MBPP,StarCoder,mbpp_266_lateralsurface_cube,3
MBPP,StarCoder,mbpp_269_ascii_value,3
MBPP,StarCoder,mbpp_292_find,3
MBPP,StarCoder,mbpp_293_otherside_rightangle,3
MBPP,StarCoder,mbpp_430_parabola_directrix,3
MBPP,StarCoder,mbpp_435_last_Digit,3
MBPP,StarCoder,mbpp_441_surfacearea_cube,3
MBPP,StarCoder,mbpp_451_remove_whitespaces,3
MBPP,StarCoder,mbpp_458_rectangle_area,3
MBPP,StarCoder,mbpp_477_is_lower,3
MBPP,StarCoder,mbpp_479_first_Digit,3
MBPP,StarCoder,mbpp_574_surfacearea_cylinder,3
MBPP,StarCoder,mbpp_581_surface_Area,3
MBPP,StarCoder,mbpp_58_opposite_Signs,3
MBPP,StarCoder,mbpp_606_radian_degree,3
MBPP,StarCoder,mbpp_624_is_upper,3
MBPP,StarCoder,mbpp_626_triangle_area,3
MBPP,StarCoder,mbpp_628_replace_spaces,3
MBPP,StarCoder,mbpp_631_replace_spaces,3
MBPP,StarCoder,mbpp_731_lateralsurface_cone,3
MBPP,StarCoder,mbpp_732_replace_specialchar,3
MBPP,StarCoder,mbpp_742_area_tetrahedron,3
MBPP,StarCoder,mbpp_799_left_rotate,3
MBPP,StarCoder,mbpp_79_word_len,3
MBPP,StarCoder,mbpp_800_remove_all_spaces,3
MBPP,StarCoder,mbpp_80_tetrahedral_number,3
MBPP,CodeGemmaQ2,mbpp_100_next_smallest_palindrome,2
MBPP,CodeGemmaQ2,mbpp_102_snake_to_camel,2
MBPP,CodeGemmaQ2,mbpp_103_eulerian_num,2
MBPP,CodeGemmaQ2,mbpp_104_sort_sublists,2
MBPP,CodeGemmaQ2,mbpp_106_add_lists,2
MBPP,CodeGemmaQ2,mbpp_109_odd_Equivalent,2
MBPP,CodeGemmaQ2,mbpp_113_check_integer,2
MBPP,CodeGemmaQ2,mbpp_116_tuple_to_int,2
MBPP,CodeGemmaQ2,mbpp_118_string_to_list,2
MBPP,CodeGemmaQ2,mbpp_119_search,2
MBPP,CodeGemmaQ2,mbpp_120_max_product_tuple,2
MBPP,CodeGemmaQ2,mbpp_123_amicable_numbers_sum,2
MBPP,CodeGemmaQ2,mbpp_125_find_length,2
MBPP,CodeGemmaQ2,mbpp_126_sum,2
MBPP,CodeGemmaQ2,mbpp_127_multiply_int,2
MBPP,CodeGemmaQ2,mbpp_12_sort_matrix,2
MBPP,CodeGemmaQ2,mbpp_131_reverse_vowels,2
MBPP,CodeGemmaQ2,mbpp_132_tup_string,2
MBPP,CodeGemmaQ2,mbpp_138_is_Sum_Of_Powers_Of_Two,2
MBPP,CodeGemmaQ2,mbpp_142_count_samepair,2
MBPP,CodeGemmaQ2,mbpp_143_find_lists,2
MBPP,CodeGemmaQ2,mbpp_145_max_Abs_Diff,2
